Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy,Cluster
Sofia Carter,645022021.0,2771661.0,Latin,2019.0,74.0,37.0,0.5,71.0,0.72,0.64,0.95,0
Samantha Lee,256230926.0,4136785.0,Blues,2009.0,5.0,72.0,0.5800000000000001,28.000000000000004,0.69,0.73,0.82,1
Retro Resonance,263864301.0,2291883.0,Country,2011.9999999999998,36.0,50.0,-0.13,32.0,0.27,0.03,0.95,1
The Midnight Howl,359948504.0,3631777.0,Pop,2007.0,72.0,85.0,0.33000000000000007,18.0,0.79,0.6,0.59,0
Shadow Beats,442912886.99999994,90519.00000000001,Pop,2005.0,37.0,57.0,-0.85,84.0,0.3,0.15,0.82,0
Liam Harper,280628326.0,2040556.0000000002,EDM,2005.0,54.0,39.0,-0.95,25.0,0.61,0.75,0.73,1
Aurora Soundwave,688182602.0,3305502.0,Hip-Hop,1996.0,11.0,75.0,-0.68,79.0,0.86,0.77,0.59,1
EchoSync,109178933.99999999,2884488.0,Lo-Fi,2008.0,49.0,74.0,-0.78,78.0,0.59,0.62,0.41,0
Celestial Harmony,51298686.0,696711.0,Folk,2014.0000000000002,27.0,89.0,-0.30000000000000004,7.000000000000001,0.11,0.18,0.6,1
ElectroPulse,694364514.0,1141927.0,Techno,1990.0,6.0,55.0,-0.88,58.99999999999999,0.66,0.14,0.84,0
ElectroPulse,553619969.0,3793705.0,K-Pop,2009.9999999999998,64.0,78.0,0.9199999999999999,8.0,0.8,0.55,0.63,1
The Midnight Howl,651279594.0,162199.0,Drum & Bass,2007.0,42.0,69.0,-0.19999999999999996,22.0,0.27,0.51,0.46,1
DJ Thunder,291030984.0,1587868.0,Punk,2008.0,25.0,69.0,0.41999999999999993,88.0,0.9699999999999999,0.24,0.76,0
Urban Rhapsody,246136325.0,4286199.0,K-Pop,2006.0,73.0,93.0,0.33000000000000007,15.0,0.72,0.49,0.13,1
Celestial Harmony,396884498.0,818503.0,K-Pop,2018.0,18.0,84.0,0.6299999999999999,54.0,0.83,0.42,0.75,1
Bass Surge,455684970.0,2832163.0,Synthwave,2019.0,91.0,54.0,0.6800000000000002,16.0,0.74,0.36,0.44,0
Celestial Harmony,646674592.0,1677543.0,Pop,2025.0,85.0,98.0,-0.53,20.0,0.79,0.15,0.9400000000000001,0
Jay Zenith,708134090.0,2966078.0,Jazz,2013.0,35.0,42.0,0.27,80.0,0.24,0.54,0.3,1
ElectroPulse,58519705.0,4128979.0,Punk,2017.0,15.0,77.0,-0.42999999999999994,43.0,0.86,0.55,0.67,0
Samantha Lee,799666758.0,745262.0,Pop,2013.0,18.0,58.0,0.98,64.0,0.78,0.02,0.5,0
Sofia Carter,450566246.0,2880901.0,Blues,2024.0,64.0,68.0,-0.88,93.0,0.73,0.75,0.44,1
Luna Nova,437815553.0,4366278.0,R&B,2009.9999999999998,31.0,3.0,-0.6,82.0,0.21,0.02,0.57,0
Firefly Symphony,650438421.0,385108.99999999994,Folk,2016.0,28.999999999999996,96.0,-0.08999999999999997,99.0,0.19,0.29,0.87,1
Jay Zenith,79003398.0,1557166.9999999998,Punk,2016.0,77.0,53.00000000000001,-0.96,48.0,0.47000000000000003,0.87,0.88,0
Liam Harper,790638205.0,935906.0,Drum & Bass,1998.0,40.0,19.0,0.1499999999999999,43.0,0.24,0.98,0.64,1
Samantha Lee,251324852.99999997,1257126.0,EDM,2000.0,92.0,38.0,0.050000000000000044,24.0,0.77,0.25,0.18,1
Horizon Flow,337071774.0,705801.9999999999,Metal,1993.0,37.0,15.0,-0.22999999999999998,38.0,0.8,0.88,0.68,0
Liam Harper,793061455.0,3633529.9999999995,Indie,1996.0,79.0,94.0,-0.32000000000000006,16.0,0.16,0.95,0.41,1
Samantha Lee,391154398.0,4980725.0,Drum & Bass,2021.0,80.0,85.0,0.8700000000000001,93.0,0.29,0.99,0.6,1
Neon Vortex,787081482.0,1397471.0000000002,Punk,1993.0,38.0,78.0,-0.13,92.0,0.51,0.42,0.29,0
Celestial Harmony,179745735.0,4600334.0,Drum & Bass,2019.0,55.0,20.0,-0.30000000000000004,1.0,0.26,0.4,0.14,1
Sofia Carter,325117660.0,3435783.0,EDM,1990.0,24.0,45.0,0.24,34.0,0.39,0.17,0.81,1
Luna Nova,87147239.0,1004201.0,K-Pop,2002.0,35.0,39.0,0.8999999999999999,78.0,0.5,0.05,0.29,1
Retro Resonance,735758724.0,297214.0,Trap,1993.0,23.0,57.0,-0.010000000000000009,73.0,0.26,0.68,0.15,0
Firefly Symphony,355338738.0,3112722.0,EDM,2020.0,17.0,79.0,-0.29000000000000004,25.0,0.8,0.4,0.71,1
Celestial Harmony,324582588.0,2840328.0,Synthwave,2011.9999999999998,36.0,9.0,-0.76,50.0,0.43,0.2,1.0,0
Retro Resonance,4348473.999999999,2500222.0,R&B,2004.0,4.0,3.0,0.1299999999999999,85.0,0.17,0.08,0.22,0
Aurora Soundwave,536264669.00000006,1395703.0,Pop,2009.9999999999998,34.0,20.0,0.76,78.0,0.95,0.92,0.22,0
Jay Zenith,162398284.0,2664576.0,House,1993.0,47.0,99.0,0.19999999999999996,13.0,0.7,0.12,0.53,1
Jay Zenith,402010570.99999994,2104594.0,Latin,2021.0,4.0,99.0,0.3500000000000001,80.0,0.25,0.89,0.28,0
Crimson Echo,238026220.99999997,3368158.0000000005,Reggae,2018.0,40.0,81.0,0.08000000000000007,75.0,0.19,0.87,0.65,0
Liam Harper,467269446.0,972378.0,Metal,2017.0,92.0,91.0,-0.89,7.000000000000001,0.9699999999999999,0.09,0.86,0
Luna Nova,516028406.0,1888414.0,Rock,2007.0,87.0,103.0,0.76,14.000000000000002,0.9400000000000001,0.37,0.51,0
Celestial Harmony,169162005.0,499567.0,Country,2021.0,15.0,79.0,-0.31000000000000005,84.0,0.57,0.87,0.68,1
Samantha Lee,364439325.0,4733777.0,Jazz,2002.0,33.0,22.0,0.49,34.0,0.46,0.63,0.23,1
Jay Zenith,485541028.0,1158145.0,Electronic,2006.0,12.0,80.0,-0.86,80.0,0.12,0.8,0.9100000000000001,1
Firefly Symphony,400957084.99999994,410030.0,Drum & Bass,2018.0,28.999999999999996,39.0,-0.20999999999999996,11.0,0.3,0.13,0.76,1
Urban Rhapsody,796138019.0,90743.00000000001,Country,2020.0,52.99999999999999,48.0,0.25,50.0,0.71,0.94,0.66,1
Jay Zenith,182906147.0,3335094.0,Latin,1998.0,96.0,1.0,0.27,86.0,0.67,0.5,0.16,0
Firefly Symphony,789489121.0,2071771.0,Folk,2008.0,88.0,78.0,0.5800000000000001,8.0,0.7,0.54,0.27,1
DJ Thunder,171262528.0,153257.00000000003,Indie,2016.0,37.0,66.0,-0.36,79.0,0.85,0.9,0.61,1
Neon Vortex,540665511.0,880258.0,Techno,1994.0,24.0,47.0,-0.91,93.0,0.28,0.25,0.76,0
Horizon Flow,583361235.0,3734939.0,Pop,1991.0,78.0,38.0,0.17999999999999994,73.0,0.41,0.31,0.88,0
The Midnight Howl,580970845.0,1362963.0,Folk,2015.0,76.0,7.000000000000001,-0.58,33.0,0.13,0.03,0.17,1
Samantha Lee,19837430.0,1909741.0,Jazz,2000.0,71.0,70.0,-0.81,31.0,0.88,0.59,0.73,1
Jay Zenith,388616066.0,3399079.0,Folk,2007.0,16.0,32.0,-0.21999999999999997,73.0,0.5,0.82,0.43,1
DJ Thunder,705834947.0,2425044.0,Blues,2019.0,54.0,54.0,-0.07000000000000006,8.0,0.16,0.29,0.9100000000000001,1
Firefly Symphony,260033226.0,1067972.0,Blues,2018.0,76.0,68.0,0.24,23.0,0.95,0.11,0.5,1
Luna Nova,281510820.0,4280289.0,Metal,1996.0,35.0,30.999999999999996,-0.58,48.0,0.54,0.01,1.0,0
Samantha Lee,614031933.0,4178653.9999999995,Synthwave,2024.0,21.0,66.0,0.5899999999999999,50.0,0.88,0.07,0.3,0
Sofia Carter,394495305.0,638634.0,K-Pop,1994.0,63.00000000000001,85.0,0.52,22.0,0.39,0.08,0.74,1
Bass Surge,373514184.0,3076900.0,Jazz,1999.0,21.0,9.0,-0.73,67.0,0.24,0.92,0.35,1
Ava & The Ocean,296559252.0,691096.0000000001,Pop,2018.0,66.0,97.0,0.030000000000000027,44.0,0.64,0.84,0.64,0
Bass Surge,356854146.0,4243827.0,Country,1993.0,42.0,22.0,0.95,39.0,0.56,0.87,0.17,1
Horizon Flow,764163316.0,1878125.0,Metal,2020.0,79.0,60.0,0.15999999999999992,77.0,0.72,0.4,0.8999999999999999,0
Sofia Carter,330382286.0,4434859.0,Rock,2017.0,68.0,30.999999999999996,-0.87,92.0,0.87,0.53,0.93,0
Crimson Echo,652371208.0,1582281.0,Techno,1990.0,42.0,74.0,-0.73,95.0,0.8999999999999999,0.11,0.52,0
The Midnight Howl,639929715.0,3101532.0000000005,Electronic,1999.0,2.0,101.0,-0.06000000000000005,80.0,0.99,0.11,0.56,1
Crimson Echo,435124296.0,1761595.0,Pop,1990.0,16.0,21.0,0.78,33.0,0.53,0.86,0.34,0
The Midnight Howl,220866746.0,3791274.0,Folk,2011.9999999999998,10.0,9.999999999999998,-0.12,94.0,0.92,0.17,0.43,1
Sofia Carter,446346133.00000006,3918502.0,Synthwave,2002.0,89.0,38.0,0.6800000000000002,1.0,0.18,0.23,0.41,0
Aurora Soundwave,499689113.0,3301051.0,Electronic,2014.0000000000002,73.0,97.0,0.77,44.0,0.23,0.87,0.38,1
The Midnight Howl,122024909.0,1253244.0,House,2015.0,69.0,30.0,0.5800000000000001,92.0,0.54,0.55,0.69,1
DJ Thunder,80452845.0,2202842.0,Latin,1991.0,56.00000000000001,29.0,0.9300000000000002,26.0,0.51,0.07,0.8999999999999999,0
Ava & The Ocean,299636085.0,603366.0,Drum & Bass,1995.0,68.0,101.0,0.08000000000000007,74.0,0.12,0.61,0.14,1
ElectroPulse,4842872.0,211808.0,House,2021.0,65.0,22.0,0.1100000000000001,99.0,0.37,0.82,0.58,1
Ava & The Ocean,359284985.0,588652.0,Rock,2020.0,100.0,16.0,0.99,75.0,0.54,0.18,0.28,0
Aurora Soundwave,273798051.0,4658547.0,Blues,2013.0,89.0,46.0,0.3599999999999999,98.0,0.72,0.48,0.13,1
Jay Zenith,501408896.0,2590036.0,Country,1999.0,49.0,76.0,0.10000000000000009,34.0,0.36,0.27,0.55,1
Jay Zenith,186210874.0,2484775.0,Country,2000.0,90.0,13.0,0.8500000000000001,98.0,0.57,0.46,0.64,1
Jay Zenith,512762556.0,1851412.9999999998,Jazz,1993.0,92.0,26.0,0.6800000000000002,7.000000000000001,0.95,0.89,0.49000000000000005,1
Liam Harper,212840533.99999997,4665331.0,Lo-Fi,2011.0,83.0,18.0,0.0,0.0,0.35,0.47,0.9800000000000001,0
Ava & The Ocean,372252021.0,3111604.0,Drum & Bass,1996.0,89.0,52.0,0.8799999999999999,63.0,0.41,1.0,0.96,1
Jay Zenith,606764795.0,1869853.0,Lo-Fi,2025.0,10.0,58.99999999999999,0.9300000000000002,94.0,0.3,0.32,0.86,0
Firefly Symphony,478679662.0,1931637.0,Punk,1993.0,71.0,33.0,0.56,10.0,0.89,0.7,0.78,0
Horizon Flow,113543895.0,3379406.9999999995,Folk,2014.0000000000002,94.0,83.0,0.5,75.0,0.85,0.92,0.78,1
Ava & The Ocean,254244343.0,3271072.0,Metal,1990.0,36.0,84.0,-0.7,95.0,0.86,0.29,0.61,0
Neon Vortex,682606734.0,249942.0,Drum & Bass,2017.0,50.0,98.0,-0.65,84.0,0.81,0.17,0.86,1
Luna Nova,444810518.00000006,3350615.0000000005,Folk,2014.0000000000002,55.0,76.0,-0.56,48.0,0.42,0.13,0.85,1
Aurora Soundwave,128386751.0,1688133.0,Synthwave,1996.0,67.0,93.0,-0.68,81.0,0.52,0.19,0.73,0
Urban Rhapsody,450232563.99999994,1112868.0,Metal,2020.0,5.0,2.0,0.17999999999999994,100.0,0.99,0.08,0.23,0
Sofia Carter,432097535.0,195037.0,Metal,2023.0,61.0,63.0,-0.8,95.0,0.77,0.44,0.77,0
Horizon Flow,431530773.0,1293672.0,Country,2013.0,1.0,76.0,0.6400000000000001,43.0,0.14,0.96,0.89,1
Retro Resonance,278620409.0,4139509.0000000005,Country,1998.0,7.000000000000001,6.0,-0.77,79.0,0.99,0.79,0.3,1
Celestial Harmony,137839399.0,3751970.0,Punk,2018.0,1.0,35.0,-0.27,16.0,0.62,0.43,0.34,0
Liam Harper,778485610.0,679559.9999999999,Reggae,1998.0,72.0,12.0,0.6099999999999999,28.999999999999996,0.44999999999999996,0.87,0.32,0
Bass Surge,709090389.0,153198.00000000003,Latin,2016.0,13.0,21.0,-0.52,12.0,0.8,0.17,0.22,0
Jay Zenith,16369995.000000002,692263.0,Lo-Fi,1997.0,68.0,91.0,-0.27,58.99999999999999,0.52,0.54,0.68,0
DJ Thunder,453703399.99999994,3675386.0,Drum & Bass,2005.0,17.0,29.0,0.71,64.0,0.78,0.72,0.77,1
Retro Resonance,13985711.999999998,4181549.0000000005,Techno,1995.0,39.0,80.0,0.28,70.0,0.15,0.03,0.35,0
Urban Rhapsody,499032559.0,4362381.0,Electronic,2015.0,70.0,94.0,0.98,3.0,0.55,0.16,0.95,1
EchoSync,330226362.0,4144711.0000000005,Trap,1997.0,71.0,34.0,-0.42999999999999994,32.0,0.31,0.38,0.76,0
Retro Resonance,553663719.0,3844546.0,Lo-Fi,2023.0,79.0,77.0,0.78,79.0,0.9699999999999999,0.26,0.49000000000000005,0
The Midnight Howl,51292299.00000001,4982649.0,EDM,2005.0,75.0,17.0,0.25,23.0,0.75,0.24,0.42,1
EchoSync,215902827.0,3785217.0,Drum & Bass,1998.0,72.0,55.0,0.8199999999999998,97.0,0.3,0.77,0.14,1
Ava & The Ocean,795915997.0,2142067.0,Reggae,2019.0,40.0,37.0,0.3700000000000001,65.0,0.89,0.61,0.2,0
Bass Surge,704593827.0,2200522.0,Synthwave,2013.0,34.0,8.0,-0.17999999999999994,14.000000000000002,0.9100000000000001,0.25,0.87,0
Samantha Lee,286282504.0,1668436.0000000002,Blues,2018.0,38.0,43.0,-0.08999999999999997,10.0,0.74,0.32,0.78,1
Ava & The Ocean,245157656.99999997,2619722.9999999995,Synthwave,2003.0,4.0,46.0,-0.040000000000000036,86.0,0.7,0.73,0.21,0
Crimson Echo,82422609.0,3781181.0,Reggae,2009.0,28.999999999999996,94.0,-0.84,19.0,0.52,0.07,0.36,0
ElectroPulse,569049766.0,3591602.0,Pop,2011.0,83.0,61.99999999999999,0.75,44.0,0.49000000000000005,0.85,0.19,0
DJ Thunder,91279813.0,2197409.0,Blues,1991.0,78.0,2.0,0.44999999999999996,66.0,0.96,0.85,0.77,1
Ava & The Ocean,790990739.0,1298244.0,Rock,2006.0,79.0,90.0,0.6400000000000001,65.0,0.89,0.3,0.79,0
Retro Resonance,531220622.0,3784829.0,Blues,2002.0,98.99999999999999,94.0,-0.14,33.0,0.44,0.61,0.14,1
Horizon Flow,295590127.0,3500278.0,Jazz,1995.0,91.0,25.0,-0.17999999999999994,62.0,0.35,0.31,0.53,1
Aurora Soundwave,685088130.0,488292.0,Drum & Bass,1990.0,52.0,29.0,0.8399999999999999,6.0,0.59,0.65,0.5,1
Shadow Beats,470522580.0,4478280.0,Techno,1999.0,50.0,18.0,0.18999999999999995,54.0,0.75,0.77,0.24,0
Sofia Carter,591223472.0,3701882.0,Jazz,1990.0,51.00000000000001,83.0,0.6600000000000001,57.99999999999999,0.21,0.44,0.14,1
Retro Resonance,306483720.0,3225575.0,Folk,2000.0,87.0,1.0,0.41999999999999993,45.0,0.52,0.65,0.14,1
Ava & The Ocean,15599593.0,2384388.0,Country,2021.0,44.0,97.0,0.78,54.0,0.85,0.32,0.76,1
Firefly Symphony,775248897.0,3378663.0,Drum & Bass,1996.0,83.0,5.0,-0.24,57.00000000000001,0.19,0.59,0.64,1
Firefly Symphony,433820474.0,4688249.0,K-Pop,2006.0,45.0,12.0,-0.79,0.0,0.72,0.51,0.64,1
Ava & The Ocean,139947403.0,4439820.0,EDM,2015.0,85.0,23.0,-0.21999999999999997,41.0,0.42,0.41,0.54,1
The Midnight Howl,506905821.99999994,728804.0,Metal,2008.0,8.0,1.0,-0.42999999999999994,55.0,0.9800000000000001,0.88,0.69,0
Crimson Echo,305948972.0,4357268.0,EDM,1999.0,52.0,41.0,-0.09999999999999998,58.99999999999999,0.39,0.72,0.51,1
Celestial Harmony,475663040.99999994,3098930.0,Folk,2018.0,2.0,46.0,0.43999999999999995,46.0,0.77,0.52,0.19,1
Horizon Flow,263418857.0,789133.9999999999,Indie,2009.9999999999998,91.0,55.0,-0.82,67.0,0.49000000000000005,0.35,0.9100000000000001,1
Aurora Soundwave,9686861.0,4801859.0,Folk,2024.0,22.0,75.0,0.6400000000000001,95.0,0.51,0.32,0.41,1
Ava & The Ocean,31264571.0,1643391.0,Drum & Bass,2004.0,21.0,93.0,-0.18999999999999995,86.0,0.17,0.45,0.22,1
Liam Harper,533659210.0,2372819.0,Blues,2023.0,33.0,68.0,0.95,68.0,0.16,0.21,0.87,1
Crimson Echo,519031780.0,33316.0,Hip-Hop,2024.0,52.99999999999999,28.000000000000004,-0.44999999999999996,84.0,0.6,0.87,0.99,1
DJ Thunder,283677424.0,1178288.0,Country,1993.0,79.0,34.0,0.33000000000000007,75.0,0.32,0.77,0.37,1
Retro Resonance,638025961.0,1696856.0,Country,2000.0,39.0,100.0,0.53,39.0,0.11,0.44,0.78,1
Crimson Echo,756547525.0,2224774.0,K-Pop,1996.0,71.0,97.0,-0.93,63.0,0.62,0.14,0.52,1
Luna Nova,305490403.0,1241937.0,Folk,2020.0,88.0,44.0,0.99,90.0,0.58,0.15,0.44999999999999996,1
Luna Nova,59758483.99999999,1111824.0,Jazz,1993.0,1.0,42.0,0.5899999999999999,98.0,0.48,0.5,0.96,1
Sofia Carter,278001155.0,4868731.0,Electronic,1996.0,73.0,25.0,-0.93,84.0,0.61,0.89,0.74,1
Aurora Soundwave,332950404.0,1662162.0,K-Pop,2001.0,76.0,51.0,0.78,65.0,0.4,0.25,0.9800000000000001,1
The Midnight Howl,359673732.0,410174.0,R&B,2005.0,57.0,71.0,-0.62,69.0,0.75,0.5,0.76,0
Sofia Carter,538543842.0,4372618.0,Rock,1998.0,49.0,83.0,1.0,73.0,0.44999999999999996,0.5,0.44999999999999996,0
Luna Nova,14674243.0,2203577.0,Lo-Fi,2002.0,75.0,9.999999999999998,0.33000000000000007,10.0,0.29,0.61,0.27,0
Horizon Flow,635173810.0,2565454.0,Techno,2020.0,59.0,38.0,-0.18999999999999995,4.0,0.56,0.17,0.76,0
The Midnight Howl,37632899.0,2083345.0,EDM,2023.0,22.0,58.0,0.27,45.0,0.56,0.82,0.19,1
Crimson Echo,142179868.0,951636.0,EDM,2007.0,17.0,32.0,0.030000000000000027,4.0,0.8999999999999999,0.83,0.1,1
The Midnight Howl,136385910.0,3220213.0,Jazz,2001.0,79.0,55.0,-0.4,32.0,0.17,0.05,0.14,1
Retro Resonance,243836655.0,1048119.0,Punk,1997.0,94.0,37.0,0.1299999999999999,89.0,0.3,0.34,0.65,0
Shadow Beats,660642880.0,3585695.0,Drum & Bass,2022.0,14.000000000000002,74.0,-0.29000000000000004,55.0,0.55,0.84,0.48,1
Crimson Echo,327741274.0,2062987.0,Punk,1991.0,55.0,41.0,0.53,44.0,0.33,0.06,0.3,0
Liam Harper,326561650.0,4640222.0,Folk,2025.0,17.0,56.00000000000001,0.32000000000000006,70.0,0.69,0.76,0.64,1
Bass Surge,434467738.00000006,3506677.0,Drum & Bass,2025.0,82.0,60.0,-0.64,90.0,0.22,0.68,0.2,1
Horizon Flow,295143774.0,2753190.0,Jazz,1993.0,30.0,71.0,0.20999999999999996,36.0,0.24,0.96,0.38,1
Liam Harper,3939197.0000000005,3524861.0,Metal,2008.0,88.0,46.0,-0.84,20.0,0.13,0.25,0.81,0
EchoSync,791380841.0,3271978.9999999995,Synthwave,2014.0000000000002,16.0,71.0,-0.53,86.0,0.25,0.42,0.37,0
Ava & The Ocean,68067514.0,452438.0,Folk,2018.0,64.0,13.0,-0.52,47.0,0.64,0.61,0.43,1
Celestial Harmony,674318475.0,3580786.0,R&B,2017.0,14.000000000000002,44.0,0.53,8.0,0.28,0.45,0.21,0
ElectroPulse,495480309.0,4898632.0,Drum & Bass,2009.9999999999998,59.0,9.0,-0.72,10.0,0.71,0.16,0.22,1
Urban Rhapsody,225715574.00000003,2330819.0,Hip-Hop,1993.0,80.0,38.0,0.6800000000000002,34.0,0.87,0.25,0.67,1
Bass Surge,108069491.0,4504426.0,R&B,1995.0,47.0,88.0,0.8799999999999999,34.0,1.0,0.23,0.99,0
Luna Nova,756720862.0,714945.0,Blues,1995.0,87.0,43.0,0.9199999999999999,70.0,0.4,0.04,0.89,1
Luna Nova,270096030.0,1895665.0,Indie,1990.0,2.0,100.0,0.21999999999999997,27.0,0.33,0.42,0.73,1
Celestial Harmony,764300316.0,2229552.0,Lo-Fi,2005.0,15.0,9.999999999999998,0.27,18.0,0.8,0.59,0.62,0
ElectroPulse,621032921.0,655070.0,Country,2006.0,31.0,36.0,-0.010000000000000009,46.0,0.35,0.72,0.35,1
Jay Zenith,19272120.0,2286294.0,Synthwave,2016.0,19.0,13.0,-0.81,34.0,0.52,0.93,0.47000000000000003,0
Samantha Lee,767743455.0,1476552.0,Pop,2001.0,50.0,37.0,0.54,53.0,0.9800000000000001,0.89,0.65,0
Samantha Lee,632572664.0,2719097.0,Trap,2001.0,80.0,66.0,-0.19999999999999996,49.0,0.96,0.22,0.2,0
EchoSync,736428648.0,1599873.0,Metal,2007.0,18.0,78.0,0.9100000000000001,27.0,1.0,0.1,0.69,0
Crimson Echo,404134923.99999994,1366936.0,EDM,2021.0,12.0,16.0,0.95,13.0,0.61,0.41,0.86,1
Horizon Flow,401931913.00000006,3512057.0,Blues,1995.0,23.0,3.0,-0.17000000000000004,78.0,0.51,0.69,0.88,1
Sofia Carter,455059600.0,2611200.0,Rock,2003.0,98.0,39.0,0.5800000000000001,57.99999999999999,0.9100000000000001,0.48,0.55,0
Luna Nova,725482517.0,294844.0,R&B,2017.0,98.99999999999999,80.0,-0.56,20.0,0.9800000000000001,0.06,0.26,0
Sofia Carter,234421836.0,786936.0,Pop,1994.0,52.0,102.0,-0.55,100.0,0.59,0.29,0.86,0
Retro Resonance,171969602.0,1484785.0000000002,Indie,2003.0,61.0,3.0,0.8799999999999999,53.0,0.79,0.44,0.93,1
Ava & The Ocean,573082041.0,3352496.0,Pop,2000.0,46.0,85.0,-0.21999999999999997,89.0,0.26,0.54,0.19,0
Neon Vortex,142431649.0,1826923.0000000002,Reggae,2005.0,70.0,56.00000000000001,0.6000000000000001,18.0,0.35,0.05,0.78,0
Horizon Flow,205991250.00000003,356245.0,Electronic,1991.0,36.0,7.000000000000001,-0.81,62.0,0.4,0.96,0.22,1
Bass Surge,738417509.0,2253022.0,Indie,2001.0,88.0,33.0,0.74,80.0,0.2,0.84,0.65,1
Luna Nova,112721786.0,435995.0,Folk,2024.0,77.0,37.0,0.53,35.0,0.24,0.84,0.2,1
Retro Resonance,309453152.0,368171.0,House,2021.0,93.0,22.0,-0.66,34.0,0.41,0.04,0.26,1
The Midnight Howl,622155456.0,152795.00000000003,Jazz,2024.0,45.0,80.0,0.55,74.0,0.54,0.61,0.99,1
Crimson Echo,401266260.0,2144309.0,Metal,2018.0,70.0,89.0,0.42999999999999994,4.0,0.64,0.24,0.1,0
The Midnight Howl,128754068.99999999,3022479.0,Indie,2011.9999999999998,91.0,86.0,0.4099999999999999,49.0,0.93,0.91,0.78,1
Jay Zenith,442142975.0,534837.0,Techno,1995.0,55.0,84.0,0.69,40.0,0.11,0.27,0.38,0
The Midnight Howl,585298920.0,2137616.0,Reggae,2025.0,67.0,81.0,0.14000000000000012,28.000000000000004,0.57,0.49,0.85,0
Horizon Flow,76108806.0,4670724.0,House,2008.0,49.0,71.0,-0.39,6.0,0.24,0.37,0.48,1
Ava & The Ocean,516999102.99999994,3560723.0,Drum & Bass,2015.0,94.0,12.0,0.5699999999999998,73.0,0.86,0.98,0.9400000000000001,1
ElectroPulse,484821194.99999994,3629709.0,K-Pop,2004.0,77.0,51.0,-0.95,76.0,0.77,0.45,0.62,1
Luna Nova,128527712.0,1739606.0,Electronic,1997.0,44.0,28.000000000000004,0.94,21.0,0.75,0.82,0.73,1
Sofia Carter,432186526.99999994,3058228.0,Electronic,1992.0,62.0,73.0,-0.36,27.0,0.57,0.29,0.9400000000000001,1
Firefly Symphony,431218603.00000006,2494495.9999999995,Reggae,2003.0,67.0,65.0,0.3900000000000001,41.0,0.88,0.64,0.54,0
Samantha Lee,381430608.0,1157858.0,Blues,2015.0,89.0,9.0,-0.88,55.0,0.61,0.2,0.77,1
ElectroPulse,289413744.0,3901232.0,Indie,2015.0,76.0,95.0,-0.12,32.0,0.36,0.43,0.55,1
Samantha Lee,125491169.99999999,1867001.0,Techno,2019.0,41.0,45.0,0.55,99.0,0.38,0.41,0.32,0
Sofia Carter,266337065.0,4342662.0,Hip-Hop,2019.0,54.0,86.0,-0.74,56.00000000000001,0.43,0.57,0.74,1
DJ Thunder,324557477.0,2190201.0,Pop,2005.0,41.0,86.0,-0.020000000000000018,56.00000000000001,0.49000000000000005,0.88,0.83,0
Crimson Echo,489790155.0,1311305.0,Latin,2011.0,59.0,5.0,-0.58,75.0,0.74,0.35,0.29,0
Neon Vortex,145462849.0,2278409.0,Drum & Bass,2009.9999999999998,47.0,96.0,0.33000000000000007,21.0,0.74,0.28,0.8999999999999999,1
Aurora Soundwave,637758438.0,3246906.0,Latin,1991.0,14.000000000000002,63.0,0.77,10.0,0.75,0.82,0.27,0
ElectroPulse,193698300.0,2475317.0,Country,1997.0,76.0,3.0,-0.030000000000000027,51.0,0.78,0.37,0.6,1
Shadow Beats,632317231.0,1537472.0,Metal,2018.0,85.0,49.0,-0.31000000000000005,80.0,0.87,0.44,0.73,0
Shadow Beats,275843706.0,3082254.0000000005,Jazz,2009.9999999999998,8.0,28.000000000000004,0.6099999999999999,45.0,0.29,0.59,0.62,1
Samantha Lee,233467007.00000003,2698219.0,EDM,2006.0,78.0,64.0,-0.55,51.0,0.92,0.89,0.5,1
Neon Vortex,197810444.0,2264413.0,Electronic,1999.0,61.0,56.00000000000001,-0.67,76.0,0.85,0.62,0.88,1
Retro Resonance,596369750.0,978738.0,Indie,2011.9999999999998,94.0,65.0,0.69,43.0,0.28,0.14,0.9400000000000001,1
Sofia Carter,725620882.0,1126005.0,Rock,2016.0,69.0,61.0,0.47,2.0,0.75,0.58,0.75,0
Jay Zenith,241094360.0,1991707.0000000002,Trap,2005.0,96.0,96.0,-0.21999999999999997,71.0,0.16,0.4,0.81,0
Luna Nova,536228738.0,3270140.0,Electronic,2005.0,10.0,17.0,-0.010000000000000009,89.0,0.6,0.2,0.57,1
Jay Zenith,286094487.0,3460560.0,EDM,2014.0000000000002,88.0,84.0,-0.99,81.0,0.14,0.47,0.71,1
Celestial Harmony,485265302.00000006,3766919.0,Jazz,2022.0,90.0,27.0,-0.86,28.999999999999996,0.85,0.74,0.7,1
Jay Zenith,129203249.0,3189949.0,House,2000.0,87.0,82.0,-0.56,56.00000000000001,0.86,0.69,0.7,1
Sofia Carter,568412700.0,2185656.0,Drum & Bass,1997.0,30.0,80.0,-0.62,33.0,0.89,0.95,0.88,1
ElectroPulse,292143203.0,487248.0,Techno,2011.0,65.0,65.0,-0.54,46.0,0.61,0.53,0.99,0
Samantha Lee,292578686.0,1950763.0,Metal,2019.0,55.0,30.999999999999996,-0.17999999999999994,62.0,0.43,0.76,0.8999999999999999,0
